pcp_t1,acc_t1,lwp_t1,iwp_t1,olr_t1,osr_t1,pcp_t2,acc_t2,lwp_t2,iwp_t2,olr_t2,osr_t2,pcp_t3,acc_t3,lwp_t3,iwp_t3,olr_t3,osr_t3,pcp_t4,acc_t4,lwp_t4,iwp_t4,olr_t4,osr_t4,pcp_t5,acc_t5,lwp_t5,iwp_t5,olr_t5,osr_t5,pcp_t6,acc_t6,lwp_t6,iwp_t6,olr_t6,osr_t6
,,,,,,11.6510591507,5.2447500229,4.891190052,2.8537869453,154.6830444336,780.0951538086,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.5496578217,3.7393465042,3.5971250534,5.5832896233,151.5333251953,860.9136352539,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.3244452477,0.9780389071,6.3364949226,5.5069785118,153.7422180176,783.9821777344,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.1948447227,2.2641780376,8.4569940567,2.0592136383,164.3482055664,741.529296875,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.9263591766,2.3051056862,6.1917901039,4.3262767792,153.3527679443,770.1918334961,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.8497452736,1.8281513453,4.9783277512,6.0074095726,151.6549682617,838.2219848633,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7.0050401688,2.9969911575,6.4850721359,3.2797822952,154.4687194824,755.3520507812,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.0774655342,1.2703938484,7.1580543518,4.3942770958,153.243637085,769.3007202148,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.863345623,3.6885089874,4.0870652199,4.988090992,151.5512237549,846.6134643555,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.7419018745,1.818803668,7.3573074341,3.6358428001,153.8606414795,722.3171386719,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.6414289474,1.8647375107,6.9837107658,3.9000916481,153.7688751221,776.1852416992,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.9633221626,2.1471681595,5.4239211082,5.1093349457,151.856048584,790.8439331055,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.7793850899,1.0206016302,5.5112657547,6.3249139786,151.9864196777,809.6243286133,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.2694382668,1.3579167128,7.0077838898,4.4503517151,154.042755127,776.6361694336,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.06427145,2.9348909855,4.2675933838,5.6352720261,151.6124267578,840.8193969727,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.1245670319,2.0354583263,5.0125813484,5.7402949333,151.4651184082,841.6137695312,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.5428943634,5.7240347862,3.8371975422,3.5060532093,153.9904174805,814.9678955078,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.7690844536,2.5197451115,5.8098115921,4.4684100151,151.9742584229,772.1733398438,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.6334648132,6.2677183151,3.7827129364,3.0485579967,156.5733032227,812.1225585938,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.2738337517,2.1771287918,5.9578557014,4.6396946907,157.3529205322,793.1260375977,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7.3709197044,3.5702879429,4.8260908127,4.4860887527,154.1523742676,786.1640625,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.9255180359,2.6889386177,4.7629113197,5.3699717522,152.1872711182,816.5497436523,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.2202281952,2.2653355598,5.7783207893,4.657292366,153.0080871582,781.4840698242,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.8811354637,1.2405495644,5.9435472488,5.6197061539,152.2618560791,786.9008789062,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.3260705471,1.0993531942,6.6998343468,4.9940404892,153.4206695557,757.4805297852,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.437974453,1.3826681376,5.4512667656,5.9809856415,151.9345245361,799.2141113281,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7.014796257,2.2977516651,7.0853157043,3.4504599571,160.6939697266,712.5803222656,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.140583992,2.2273521423,5.3717894554,5.1328372955,152.1649475098,767.1992797852,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.2907543182,1.0544650555,7.1004452705,4.6323051453,153.9991455078,790.4287719727,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.1896677017,1.6168255806,5.5149121284,5.6176199913,152.9482727051,807.7638549805,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.0355081558,1.6222475767,5.1755371094,5.9133996964,151.5545806885,816.6314697266,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.8921265602,1.6064860821,7.1953606606,4.0153160095,153.6721801758,794.8997192383,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.5822298527,1.2772403955,5.7504768372,5.7272591591,151.614440918,798.2066040039,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7.0495862961,3.7781889439,3.8427660465,5.2787489891,151.7095794678,824.04296875,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.3085899353,2.3902359009,4.5158061981,5.9744377136,151.4652709961,835.858215332,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.1784133911,1.245395422,5.1532540321,6.516887188,152.4613342285,777.4672851562,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,10.0462818146,4.9042963982,4.1149363518,3.8756361008,155.644241333,791.7376708984,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.1341247559,1.4849348068,5.5296435356,5.7587294579,151.6798095703,811.3666992188,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.1106753349,1.2961853743,8.3983201981,3.1297366619,163.4809112549,715.9674072266,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,8.2058486938,3.3891851902,5.2056350708,4.2147164345,161.4009399414,786.7908325195,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.9620070457,2.8716375828,5.7650561333,4.1504535675,160.8870544434,791.5715942383,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,10.5548400879,5.3077578545,3.9927053452,3.6835906506,154.0443878174,820.8690185547,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.1743135452,2.1709852219,5.9376006126,4.6565032005,152.3467102051,769.1035766602,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.5083227158,1.7726141214,6.1778783798,4.8280405998,153.2035827637,773.0294189453,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.7227005959,3.2829751968,4.585559845,4.963121891,153.2380218506,816.1597900391,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.4529252052,1.252497673,7.8094544411,3.6759722233,157.556427002,773.1861572266,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.99868536,3.3434376717,4.7586045265,4.7712922096,153.712310791,811.4085693359,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.2468369007,1.0171334743,5.4603304863,6.3169279099,151.7838745117,815.2924194336,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.2707629204,1.6674512625,6.619304657,4.4548540115,153.5773620605,791.4377441406,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.7689800262,1.4441783428,5.4337692261,5.8631038666,152.1415557861,790.295715332,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.6465671062,1.2668869495,7.8921627998,3.6046640873,159.9430541992,780.3519287109,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.7965052128,1.4582865238,5.4479408264,5.8172636032,151.536895752,820.151184082,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.5085272789,2.3510062695,4.7636237144,5.6876764297,151.6316375732,826.7592163086,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.1108803749,1.3946239948,8.2655735016,3.1332299709,159.3838043213,744.9753417969,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.5133919716,2.6196255684,6.5369181633,3.6634020805,153.2838592529,765.5237426758,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.3039052486,1.1131551266,8.3407821655,3.3127503395,154.4645843506,741.8882446289,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.2895760536,2.2819480896,8.3080787659,2.2122318745,158.6803741455,724.9639892578,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,10.0704545975,4.0990605354,6.0094738007,2.7945663929,154.7631378174,752.8106079102,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7.5945205688,4.1222953796,4.7716679573,3.9561343193,153.1653442383,787.2010498047,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.5827465057,3.1208918095,4.5035815239,5.2963204384,151.9005584717,796.1135253906,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.3886160851,1.8208630085,5.1782269478,5.6870474815,151.7729644775,808.3634643555,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.6090068817,3.5079145432,4.1049618721,5.1426339149,151.4026947021,853.3811645508,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.4105081558,1.4870288372,7.9094524384,3.4025771618,157.3095550537,765.6732788086,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.9713773727,1.9398071766,5.0354270935,5.8103375435,151.4209136963,833.2824707031,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.6180129051,2.3938074112,4.9097766876,5.5055141449,152.7602081299,809.32421875,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.0671749115,1.7874715328,5.2469396591,5.7752013206,151.8671875,807.3255615234,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.654686451,2.261882782,6.5118675232,4.0244212151,156.5548248291,783.4528808594,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10.8852338791,3.8085563183,7.9795174599,10.5189275742,167.0684967041,784.4568481445,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11.1776514053,3.6111090183,9.5641965866,9.1741380692,178.7111816406,742.8016967773,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.8225297928,3.2408292294,5.9431495667,13.2074966431,171.882019043,792.7778930664,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.4303336143,6.0597319603,2.9101970196,13.6559200287,140.4661865234,891.0953369141,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15.993144989,7.7115621567,6.7504134178,7.8913354874,180.2337799072,763.1643066406,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.3629255295,7.2266206741,2.6970667839,12.7173490524,150.0604553223,873.5895385742,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23.4617843628,5.7894582748,13.7278366089,2.7902510166,182.3063659668,719.4709472656,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.4430341721,6.9384036064,3.5011909008,12.1075983047,146.0382537842,849.1779174805,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19.0724849701,9.2608280182,6.9380536079,6.1150121689,179.0352478027,781.4837036133,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13.5705833435,5.2261481285,8.8809375763,8.2291288376,167.0487060547,758.303527832,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11.4297189713,4.1818146706,8.5141077042,9.6299791336,175.4392242432,759.7358398438,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.8259840012,3.0129659176,3.9774405956,15.5281610489,146.6340484619,845.7668457031,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.4145770073,6.4466023445,3.0687725544,13.0057992935,163.801940918,848.3195800781,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12.3263835907,10.5636739731,4.8527898788,7.1385936737,177.757522583,793.8692626953,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8.7346000671,5.6577048302,4.7715525627,11.9690227509,144.66456604,825.3171386719,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.7760276794,6.2502570152,3.4368724823,12.8156881332,143.9742431641,853.9149169922,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.9636502266,3.4826042652,3.8365240097,15.0917158127,139.9399719238,863.6721801758,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.7427091599,3.4077177048,3.8024480343,15.2552108765,151.9387054443,863.3284301758,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13.7991418839,5.6421504021,7.7920336723,8.9690074921,169.6220550537,752.1329956055,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8.8232774734,4.6236376762,5.200003624,12.4978189468,149.8794250488,791.7793579102,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16.018907547,6.99314785,7.452457428,7.964099884,139.2923736572,815.6529541016,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.9424495697,7.568154335,3.3473067284,11.8275375366,141.8256225586,860.9251708984,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.0813393593,4.1240921021,3.48655653,14.9874820709,148.7585296631,862.7310180664,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.025747776,3.2947392464,3.8753454685,15.1986646652,146.668182373,835.272277832,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.1546988487,8.7749557495,3.0440149307,10.8095703125,173.372543335,831.3107910156,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11.90275383,4.9194021225,7.0936975479,10.4295825958,147.524230957,790.0527954102,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.3086328506,3.2967152596,4.5593190193,14.4877719879,161.8558807373,811.17578125,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.830698967,3.7242264748,3.6831889153,15.0581150055,141.1804656982,880.5012817383,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.2953372002,3.0040378571,4.4252343178,14.9084148407,142.8885803223,846.4533081055,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16.4565696716,8.9705753326,7.3600883484,6.0453848839,168.0303649902,749.6978759766,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9.0388402939,10.5953111649,3.2346026897,8.9273786545,175.8378143311,832.2274780273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.7641077042,5.4618210793,3.1017730236,13.9759550095,141.1029052734,884.8349609375,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.5130648613,4.5467033386,4.0536866188,13.7507266998,147.0266113281,835.7763671875,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.2207889557,3.4945471287,3.9270541668,14.948718071,144.2250518799,852.4505004883,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8.7915496826,6.3553543091,4.2460079193,11.7837352753,145.0128173828,829.4689941406,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.7823576927,4.8967967033,4.1650862694,13.3657016754,144.0467681885,837.2947998047,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.9967770576,3.5413606167,3.7841975689,15.0967407227,142.6415405273,874.5040283203,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.4622049332,4.6041836739,3.5542242527,14.3237133026,143.0015258789,863.0424194336,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20.4885482788,6.0961947441,11.5604429245,4.6464629173,178.3180541992,735.5497436523,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.5482358932,3.270304203,3.8062033653,15.3677873611,136.5204620361,883.3824462891,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10.3755273819,8.1198148727,4.72742033,9.662727356,143.4510955811,817.1207885742,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14.9391384125,6.6559581757,7.60044384,8.0737571716,170.9099121094,747.5999145508,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.4236521721,6.6967577934,3.15402174,12.5620117188,147.7621917725,848.4524536133,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.3224740028,6.6100115776,3.4646904469,12.4630403519,139.6575012207,872.5635375977,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9.3134307861,5.3239769936,5.411110878,11.6046829224,156.1490478516,812.2994384766,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22.0770053864,5.4203939438,14.0831203461,2.8244242668,177.3975524902,683.5041503906,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.5200638771,5.4628005028,3.4964253902,13.4478311539,148.7861175537,858.8396606445,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22.6300430298,6.4216337204,10.9688234329,4.9221606255,184.4917297363,701.3294677734,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10.3784942627,5.1297945976,6.7466721535,10.4910755157,161.9392089844,781.6116333008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.8645567894,6.5754442215,2.8887922764,13.1582136154,143.2976226807,857.1490478516,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.866024971,5.8817892075,3.0992181301,13.579375267,138.3954315186,889.1718139648,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23.0962238312,6.7546610832,11.6694974899,3.8772695065,181.6724700928,728.6091308594,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17.2899551392,5.9157986641,7.9153513908,8.4788837433,172.8565979004,804.5516967773,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12.9217624664,3.9395246506,10.4462690353,7.9628815651,178.2817077637,751.518371582,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10.3895740509,4.9733753204,7.0364637375,10.4637517929,176.8408813477,759.8074951172,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8.1556425095,3.9289076328,5.8697295189,12.5121889114,143.2595062256,810.5330810547,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.1929659843,5.2712378502,3.3380739689,13.8487300873,142.4194946289,881.2481689453,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.9647278786,3.3587505817,6.0010251999,12.9730997086,145.5924072266,810.389465332,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.6975631714,7.0321788788,3.6768980026,11.982588768,145.0841217041,843.8192749023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.9310503006,7.1116685867,4.1522068977,11.2452116013,175.3804321289,791.576965332,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.4609894753,3.3635566235,3.6629302502,15.4643583298,139.8085174561,886.4799194336,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27.7848987579,8.9541378021,11.8519105911,1.5674226284,191.145980835,655.7203369141,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.2162218094,3.885204792,3.8573434353,14.6655826569,146.3316650391,860.4689331055,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10.1488313675,5.6856889725,5.8318533897,10.8125209808,145.4870147705,809.3815917969,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13.7970104218,8.1540212631,5.8172807693,8.5106563568,141.5322113037,833.6709594727,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.7425336838,3.2196850777,3.7898304462,15.5453777313,144.3829803467,857.7744750977,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19.3991317749,5.2243676186,12.7106618881,4.4153895378,171.4515075684,713.3542480469,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8.9526453018,8.5313358307,3.9623429775,10.1487903595,177.3364105225,802.7994995117,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.5041260719,6.7370791435,3.0006656647,12.7715234756,146.7781829834,866.6315307617,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16.598903656,4.7255911827,12.3312759399,5.2548317909,180.0023193359,731.4009399414,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.3840265274,5.448559761,3.3300776482,13.6665802002,139.6992034912,880.9004516602,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.1274514198,3.5586330891,3.8369271755,15.0446605682,141.5238494873,868.2172241211,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20.1623458862,11.1199645996,6.696085453,4.6011219025,146.8341674805,791.8338623047,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15.2277173996,5.967605114,8.8377466202,7.5099878311,168.2361450195,757.6120605469,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17.2015686035,5.6992516518,8.8939275742,7.7354640961,175.1268920898,777.5646362305,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.7178668976,7.9110326767,3.7396655083,10.9413433075,154.3756561279,826.2561645508,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.6396450996,5.8079814911,3.890894413,12.7111368179,152.0755004883,839.9911499023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.102148056,6.4060745239,3.2517716885,12.8955307007,147.6254272461,857.5745849609,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4.3120827675,7.0509791374,2.5060219765,13.2607040405,146.8150787354,887.4808349609,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.7107253075,2.9963183403,3.9584934711,15.4761705399,155.9123687744,853.8921508789,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.7193851471,4.8832807541,3.5476431847,14.0111446381,145.7890777588,870.7935180664,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8.7381515503,3.7629959583,6.2832503319,12.3131628036,154.9231872559,804.0018920898,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.6032047272,4.4251756668,4.4867682457,13.4286003113,144.4880371094,842.1743164062,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.1641631126,2.8801460266,3.7991120815,15.7540779114,138.2203216553,887.9459838867,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4.5750179291,6.9668111801,2.6255912781,13.0291347504,138.2698822021,897.901184082,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.8099446297,4.5957636833,4.3649821281,13.4777746201,164.3452758789,809.0588378906,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11.976360321,6.0766153336,6.5765981674,9.6793689728,170.4973144531,782.2798461914,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.8630094528,10.0408849716,3.1227025986,9.3549289703,173.6728515625,849.9395141602,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.9227573872,6.6293520927,2.549216032,13.4791984558,136.5248565674,910.3551025391,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.1418910027,3.5643250942,4.4732403755,14.2957849503,150.7487182617,815.0227050781,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23.7687664032,7.6720767021,10.8684959412,3.771096468,153.6312866211,745.5994873047,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18.7758102417,9.5439252853,7.121222496,5.6776180267,172.409362793,736.3674316406,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16.6283893585,4.5665640831,12.2937479019,5.4713158607,180.6611785889,721.5111694336,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19.4421482086,10.8230361938,7.1113696098,4.4558010101,184.4352264404,724.3753051758,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.4386415482,3.792822361,3.8601124287,14.8240814209,140.3361663818,844.1197509766,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.9772758484,5.3540678024,3.8953006268,13.2482147217,149.169631958,825.9390258789,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8.2237606049,7.5048398972,4.3939051628,10.5437765121,152.1179962158,826.943359375,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15.7556219101,7.6603312492,6.3749365807,8.2680711746,177.1925354004,799.8997192383,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23.3569812775,10.7188739777,8.7941741943,2.8878409863,187.8220825195,687.110534668,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10.1440000534,4.6839990616,6.8793125153,10.8302135468,165.6501464844,764.3190917969,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19.916009903,8.8543748856,7.125875473,6.327029705,178.3145751953,778.3030395508,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.9562265873,7.1137137413,2.4804935455,13.1147518158,142.9463348389,896.1543579102,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.646771431,3.8040611744,3.9831380844,14.5867462158,145.4560241699,853.4443359375,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.6046500206,3.3024349213,5.6130580902,13.4246749878,150.1809387207,796.9713745117,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16.7399959564,7.2396125793,6.9579086304,8.2375831604,175.4338531494,800.0648193359,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14.9624252319,8.8502702713,6.5759191513,6.9386916161,174.5306396484,771.9954223633,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11.8832817078,6.6980333328,5.8770666122,9.9585075378,145.0380706787,814.9407958984,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.3128342628,3.2095429897,4.3199000359,14.8047924042,143.9070892334,843.9796142578,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7.8734579086,6.6350932121,4.0808382034,11.64199543,173.9410247803,811.1399536133,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.2555058002,7.8784570694,2.2921283245,12.6707782745,144.9402923584,891.4663696289,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12.1658411026,3.6098539829,10.2664670944,8.4826812744,159.4702453613,748.0515136719,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15.4172801971,5.1269459724,10.758430481,6.4463844299,157.7182769775,748.2533569336,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.5564727783,3.1582548618,3.8339328766,15.3419246674,136.3454742432,874.7030639648,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8.1161355972,5.5931048393,4.1869502068,12.5671463013,140.1156616211,851.2683105469,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.8769631386,5.1648926735,3.7719593048,13.4936437607,139.0175170898,854.8881835938,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17.0025882721,4.5598454475,10.2199134827,7.5590186119,180.9481964111,735.2660522461,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18.9846286774,4.6285510063,12.4343109131,5.2763895988,152.2813415527,745.2218017578,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.7396054268,4.0829620361,3.8690068722,14.4794778824,151.3539886475,855.9491577148,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9.0244188309,3.3941800594,7.3081455231,11.6700286865,167.5109405518,773.9215698242,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.2425293922,3.148206234,4.3786978722,14.9027843475,149.2784423828,825.4552001953,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4.3210010529,6.6136751175,2.5847558975,13.590929985,138.7299194336,897.4710693359,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.5696148872,7.5932731628,2.7333602905,12.2079553604,148.5089111328,855.1317749023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6.4947004318,3.3943796158,4.2650361061,14.7085237503,153.4980316162,835.8501586914,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.4744939804,8.2565431595,2.3142199516,12.4019269943,169.4011077881,869.1375732422,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.5327391624,3.3670845032,3.7102584839,15.4196453094,139.3427734375,881.9522705078,,,,,,,,,,,,,,,,,,
